date,usage,dollars,type
02:00AM 9 May 2026,4.47 kWh,$0.81,actual
03:00AM 9 May 2026,1.67 kWh,$0.34,actual
04:00AM 9 May 2026,1.49 kWh,$0.31,actual
05:00AM 9 May 2026,1.72 kWh,$0.34,actual
06:00AM 9 May 2026,1.24 kWh,$0.26,actual
07:00AM 9 May 2026,1.25 kWh,$0.39,actual
08:00AM 9 May 2026,1.97 kWh,$0.58,actual
09:00AM 9 May 2026,1.34 kWh,$0.41,actual
10:00AM 9 May 2026,1.85 kWh,$0.55,actual
11:00AM 9 May 2026,1.76 kWh,$0.53,actual
12:00PM 9 May 2026,1.34 kWh,$0.42,actual
01:00PM 9 May 2026,0.74 kWh,$0.25,actual
02:00PM 9 May 2026,1.01 kWh,$0.33,actual
03:00PM 9 May 2026,1.26 kWh,$0.39,actual
04:00PM 9 May 2026,0.85 kWh,$0.28,actual
05:00PM 9 May 2026,1.01 kWh,$0.33,actual
06:00PM 9 May 2026,2.27 kWh,$0.67,actual
07:00PM 9 May 2026,1.76 kWh,$0.53,actual
08:00PM 9 May 2026,1.32 kWh,$0.41,actual
09:00PM 9 May 2026,3.74 kWh,$0.68,actual
10:00PM 9 May 2026,3.62 kWh,$0.66,actual
11:00PM 9 May 2026,3.58 kWh,$0.66,actual
12:00AM 10 May 2026,5.00 kWh,$0.90,actual
01:00AM 10 May 2026,4.80 kWh,$0.86,actual
02:00AM 10 May 2026,4.78 kWh,$0.86,actual
03:00AM 10 May 2026,3.05 kWh,$0.57,actual
04:00AM 10 May 2026,1.57 kWh,$0.32,actual
05:00AM 10 May 2026,1.89 kWh,$0.37,actual
06:00AM 10 May 2026,2.41 kWh,$0.46,actual
07:00AM 10 May 2026,2.29 kWh,$0.67,actual
08:00AM 10 May 2026,1.24 kWh,$0.39,actual
09:00AM 10 May 2026,0.58 kWh,$0.21,actual
10:00AM 10 May 2026,1.32 kWh,$0.41,actual
11:00AM 10 May 2026,1.18 kWh,$0.37,actual
12:00PM 10 May 2026,1.90 kWh,$0.56,actual
01:00PM 10 May 2026,2.32 kWh,$0.68,actual
02:00PM 10 May 2026,1.58 kWh,$0.48,actual
03:00PM 10 May 2026,2.14 kWh,$0.63,actual
04:00PM 10 May 2026,4.36 kWh,$1.23,actual
05:00PM 10 May 2026,4.28 kWh,$1.20,actual
06:00PM 10 May 2026,3.31 kWh,$0.94,actual
07:00PM 10 May 2026,3.33 kWh,$0.95,actual
08:00PM 10 May 2026,1.97 kWh,$0.58,actual
09:00PM 10 May 2026,4.10 kWh,$0.74,actual
10:00PM 10 May 2026,3.46 kWh,$0.64,actual
11:00PM 10 May 2026,3.54 kWh,$0.65,actual
12:00AM 11 May 2026,4.62 kWh,$0.83,actual
01:00AM 11 May 2026,4.64 kWh,$0.84,actual
02:00AM 11 May 2026,4.41 kWh,$0.80,actual
03:00AM 11 May 2026,1.90 kWh,$0.38,actual
04:00AM 11 May 2026,2.06 kWh,$0.40,actual
05:00AM 11 May 2026,2.13 kWh,$0.41,actual
06:00AM 11 May 2026,3.89 kWh,$0.71,actual
07:00AM 11 May 2026,2.93 kWh,$0.84,actual
08:00AM 11 May 2026,1.80 kWh,$0.54,actual
09:00AM 11 May 2026,0.59 kWh,$0.22,actual
10:00AM 11 May 2026,2.11 kWh,$0.62,actual
11:00AM 11 May 2026,2.15 kWh,$0.63,actual
12:00PM 11 May 2026,2.03 kWh,$0.60,actual
01:00PM 11 May 2026,1.01 kWh,$0.33,actual
02:00PM 11 May 2026,0.71 kWh,$0.25,actual
03:00PM 11 May 2026,1.10 kWh,$0.35,actual
04:00PM 11 May 2026,1.44 kWh,$0.44,actual
05:00PM 11 May 2026,3.05 kWh,$0.87,actual
06:00PM 11 May 2026,5.06 kWh,$1.41,actual
07:00PM 11 May 2026,2.65 kWh,$0.77,actual
08:00PM 11 May 2026,2.31 kWh,$0.67,actual
09:00PM 11 May 2026,3.52 kWh,$0.65,actual
10:00PM 11 May 2026,4.10 kWh,$0.74,actual
11:00PM 11 May 2026,4.06 kWh,$0.74,actual
12:00AM 12 May 2026,4.75 kWh,$0.85,actual
01:00AM 12 May 2026,4.82 kWh,$0.87,actual
02:00AM 12 May 2026,4.78 kWh,$0.86,actual
03:00AM 12 May 2026,2.21 kWh,$0.43,actual
04:00AM 12 May 2026,2.01 kWh,$0.39,actual
05:00AM 12 May 2026,1.45 kWh,$0.30,actual
06:00AM 12 May 2026,3.33 kWh,$0.62,actual
07:00AM 12 May 2026,2.31 kWh,$0.67,actual
08:00AM 12 May 2026,0.85 kWh,$0.28,actual
09:00AM 12 May 2026,0.42 kWh,$0.17,actual
10:00AM 12 May 2026,0.33 kWh,$0.14,actual
11:00AM 12 May 2026,1.26 kWh,$0.39,actual
12:00PM 12 May 2026,1.21 kWh,$0.38,actual
01:00PM 12 May 2026,1.15 kWh,$0.36,actual
02:00PM 12 May 2026,0.37 kWh,$0.16,actual
03:00PM 12 May 2026,0.45 kWh,$0.18,actual
04:00PM 12 May 2026,1.09 kWh,$0.35,actual
05:00PM 12 May 2026,2.16 kWh,$0.64,actual
06:00PM 12 May 2026,4.05 kWh,$1.14,actual
07:00PM 12 May 2026,3.44 kWh,$0.98,actual
08:00PM 12 May 2026,2.46 kWh,$0.72,actual
09:00PM 12 May 2026,3.89 kWh,$0.71,actual
10:00PM 12 May 2026,3.52 kWh,$0.65,actual
11:00PM 12 May 2026,3.87 kWh,$0.71,actual
12:00AM 13 May 2026,5.10 kWh,$0.91,actual
01:00AM 13 May 2026,4.88 kWh,$0.88,actual
02:00AM 13 May 2026,4.58 kWh,$0.83,actual
03:00AM 13 May 2026,1.63 kWh,$0.33,actual
04:00AM 13 May 2026,1.93 kWh,$0.38,actual
05:00AM 13 May 2026,1.64 kWh,$0.33,actual
06:00AM 13 May 2026,3.12 kWh,$0.58,actual
07:00AM 13 May 2026,2.35 kWh,$0.69,actual
08:00AM 13 May 2026,0.91 kWh,$0.30,actual
09:00AM 13 May 2026,1.27 kWh,$0.40,actual
10:00AM 13 May 2026,0.92 kWh,$0.30,actual
11:00AM 13 May 2026,1.37 kWh,$0.42,actual
12:00PM 13 May 2026,1.14 kWh,$0.36,actual
01:00PM 13 May 2026,1.13 kWh,$0.36,actual
02:00PM 13 May 2026,0.68 kWh,$0.24,actual
03:00PM 13 May 2026,0.43 kWh,$0.17,actual
04:00PM 13 May 2026,0.85 kWh,$0.28,actual
05:00PM 13 May 2026,2.20 kWh,$0.64,actual
06:00PM 13 May 2026,2.81 kWh,$0.81,actual
07:00PM 13 May 2026,3.07 kWh,$0.88,actual
08:00PM 13 May 2026,2.52 kWh,$0.73,actual
09:00PM 13 May 2026,3.32 kWh,$0.61,actual
10:00PM 13 May 2026,3.35 kWh,$0.62,actual
11:00PM 13 May 2026,3.13 kWh,$0.58,actual
12:00AM 14 May 2026,4.58 kWh,$0.83,actual
01:00AM 14 May 2026,4.66 kWh,$0.84,actual
02:00AM 14 May 2026,4.69 kWh,$0.84,actual
03:00AM 14 May 2026,2.50 kWh,$0.48,actual
04:00AM 14 May 2026,1.93 kWh,$0.38,actual
05:00AM 14 May 2026,1.91 kWh,$0.38,actual
06:00AM 14 May 2026,2.13 kWh,$0.41,actual
07:00AM 14 May 2026,2.91 kWh,$0.84,actual
08:00AM 14 May 2026,2.15 kWh,$0.63,actual
09:00AM 14 May 2026,1.88 kWh,$0.56,actual
10:00AM 14 May 2026,1.40 kWh,$0.43,actual
11:00AM 14 May 2026,0.97 kWh,$0.32,actual
12:00PM 14 May 2026,1.68 kWh,$0.51,actual
01:00PM 14 May 2026,1.34 kWh,$0.41,actual
02:00PM 14 May 2026,0.90 kWh,$0.30,actual
03:00PM 14 May 2026,0.88 kWh,$0.29,actual
04:00PM 14 May 2026,1.51 kWh,$0.46,actual
05:00PM 14 May 2026,0.81 kWh,$0.27,actual
06:00PM 14 May 2026,1.58 kWh,$0.48,actual
07:00PM 14 May 2026,4.11 kWh,$1.16,actual
08:00PM 14 May 2026,2.96 kWh,$0.85,actual
09:00PM 14 May 2026,3.79 kWh,$0.69,actual
10:00PM 14 May 2026,4.26 kWh,$0.77,actual
11:00PM 14 May 2026,4.24 kWh,$0.77,actual
12:00AM 15 May 2026,5.43 kWh,$0.97,actual
01:00AM 15 May 2026,4.93 kWh,$0.88,actual
02:00AM 15 May 2026,2.42 kWh,$0.46,actual
03:00AM 15 May 2026,1.96 kWh,$0.39,actual
04:00AM 15 May 2026,1.81 kWh,$0.36,actual
05:00AM 15 May 2026,1.77 kWh,$0.35,actual
06:00AM 15 May 2026,2.88 kWh,$0.54,actual
07:00AM 15 May 2026,2.28 kWh,$0.67,actual
08:00AM 15 May 2026,1.40 kWh,$0.43,actual
09:00AM 15 May 2026,0.51 kWh,$0.19,actual
10:00AM 15 May 2026,0.52 kWh,$0.19,actual
11:00AM 15 May 2026,1.93 kWh,$0.57,actual
12:00PM 15 May 2026,1.04 kWh,$0.34,actual
01:00PM 15 May 2026,1.48 kWh,$0.45,actual
02:00PM 15 May 2026,1.36 kWh,$0.42,actual
03:00PM 15 May 2026,0.73 kWh,$0.25,actual
04:00PM 15 May 2026,3.08 kWh,$0.88,actual
05:00PM 15 May 2026,2.27 kWh,$0.67,actual
06:00PM 15 May 2026,3.79 kWh,$1.07,actual
07:00PM 15 May 2026,4.28 kWh,$1.20,actual
08:00PM 15 May 2026,3.33 kWh,$0.95,actual
09:00PM 15 May 2026,2.41 kWh,$0.46,actual
10:00PM 15 May 2026,2.87 kWh,$0.54,actual
11:00PM 15 May 2026,3.13 kWh,$0.58,actual
12:00AM 16 May 2026,4.73 kWh,$0.85,actual
01:00AM 16 May 2026,4.50 kWh,$0.81,actual
02:00AM 16 May 2026,4.27 kWh,$0.77,actual
03:00AM 16 May 2026,1.88 kWh,$0.37,actual
04:00AM 16 May 2026,1.96 kWh,$0.39,actual
05:00AM 16 May 2026,2.95 kWh,$0.55,actual
06:00AM 16 May 2026,1.53 kWh,$0.31,actual
07:00AM 16 May 2026,1.14 kWh,$0.36,actual
08:00AM 16 May 2026,2.39 kWh,$0.70,actual
09:00AM 16 May 2026,1.87 kWh,$0.56,actual
10:00AM 16 May 2026,1.52 kWh,$0.46,actual
11:00AM 16 May 2026,1.19 kWh,$0.38,actual
12:00PM 16 May 2026,1.26 kWh,$0.39,actual
01:00PM 16 May 2026,0.88 kWh,$0.29,actual
02:00PM 16 May 2026,0.88 kWh,$0.29,actual
03:00PM 16 May 2026,0.88 kWh,$0.29,actual
04:00PM 16 May 2026,1.83 kWh,$0.55,actual
05:00PM 16 May 2026,1.81 kWh,$0.54,actual
06:00PM 16 May 2026,1.60 kWh,$0.49,actual
07:00PM 16 May 2026,2.14 kWh,$0.63,actual
08:00PM 16 May 2026,2.77 kWh,$0.80,actual
09:00PM 16 May 2026,4.27 kWh,$0.77,actual
10:00PM 16 May 2026,4.19 kWh,$0.76,actual
11:00PM 16 May 2026,3.92 kWh,$0.71,actual
12:00AM 17 May 2026,4.97 kWh,$0.89,actual
01:00AM 17 May 2026,4.91 kWh,$0.88,actual
02:00AM 17 May 2026,4.90 kWh,$0.88,actual
03:00AM 17 May 2026,5.00 kWh,$0.90,actual
04:00AM 17 May 2026,4.11 kWh,$0.75,actual
05:00AM 17 May 2026,2.43 kWh,$0.46,actual
06:00AM 17 May 2026,4.34 kWh,$0.79,actual
07:00AM 17 May 2026,3.00 kWh,$0.86,actual
08:00AM 17 May 2026,1.29 kWh,$0.40,actual
09:00AM 17 May 2026,0.54 kWh,$0.20,actual
10:00AM 17 May 2026,1.68 kWh,$0.51,actual
11:00AM 17 May 2026,0.53 kWh,$0.20,actual
12:00PM 17 May 2026,1.65 kWh,$0.50,actual
01:00PM 17 May 2026,1.23 kWh,$0.39,actual
02:00PM 17 May 2026,1.09 kWh,$0.35,actual
03:00PM 17 May 2026,1.19 kWh,$0.37,actual
04:00PM 17 May 2026,1.29 kWh,$0.40,actual
05:00PM 17 May 2026,2.01 kWh,$0.59,actual
06:00PM 17 May 2026,3.52 kWh,$1.00,actual
07:00PM 17 May 2026,2.86 kWh,$0.82,actual
08:00PM 17 May 2026,2.05 kWh,$0.60,actual
09:00PM 17 May 2026,3.08 kWh,$0.57,actual
10:00PM 17 May 2026,2.65 kWh,$0.50,actual
11:00PM 17 May 2026,3.38 kWh,$0.62,actual
12:00AM 18 May 2026,4.74 kWh,$0.85,actual
01:00AM 18 May 2026,4.67 kWh,$0.84,actual
02:00AM 18 May 2026,4.61 kWh,$0.83,actual
03:00AM 18 May 2026,3.95 kWh,$0.72,actual
04:00AM 18 May 2026,1.82 kWh,$0.36,actual
05:00AM 18 May 2026,1.40 kWh,$0.29,actual
06:00AM 18 May 2026,2.70 kWh,$0.51,actual
07:00AM 18 May 2026,2.07 kWh,$0.61,actual
08:00AM 18 May 2026,0.81 kWh,$0.27,actual
09:00AM 18 May 2026,0.51 kWh,$0.19,actual
10:00AM 18 May 2026,0.94 kWh,$0.31,actual
11:00AM 18 May 2026,1.19 kWh,$0.37,actual
12:00PM 18 May 2026,1.59 kWh,$0.48,actual
01:00PM 18 May 2026,0.57 kWh,$0.21,actual
02:00PM 18 May 2026,0.50 kWh,$0.19,actual
03:00PM 18 May 2026,2.29 kWh,$0.67,actual
04:00PM 18 May 2026,2.30 kWh,$0.67,actual
05:00PM 18 May 2026,3.40 kWh,$0.97,actual
06:00PM 18 May 2026,3.77 kWh,$1.07,actual
07:00PM 18 May 2026,4.53 kWh,$1.27,actual
08:00PM 18 May 2026,3.27 kWh,$0.93,actual
09:00PM 18 May 2026,3.32 kWh,$0.61,actual
10:00PM 18 May 2026,3.80 kWh,$0.70,actual
11:00PM 18 May 2026,3.81 kWh,$0.70,actual
12:00AM 19 May 2026,5.12 kWh,$0.92,actual
01:00AM 19 May 2026,4.96 kWh,$0.89,actual
02:00AM 19 May 2026,4.35 kWh,$0.79,actual
03:00AM 19 May 2026,2.37 kWh,$0.45,actual
04:00AM 19 May 2026,1.42 kWh,$0.29,actual
05:00AM 19 May 2026,1.82 kWh,$0.36,actual
06:00AM 19 May 2026,1.86 kWh,$0.37,actual
07:00AM 19 May 2026,2.96 kWh,$0.85,actual
08:00AM 19 May 2026,1.93 kWh,$0.57,actual
09:00AM 19 May 2026,1.74 kWh,$0.52,actual
10:00AM 19 May 2026,0.70 kWh,$0.24,actual
11:00AM 19 May 2026,1.19 kWh,$0.37,actual
12:00PM 19 May 2026,2.41 kWh,$0.70,actual
01:00PM 19 May 2026,0.97 kWh,$0.32,actual
02:00PM 19 May 2026,0.67 kWh,$0.24,actual
03:00PM 19 May 2026,1.57 kWh,$0.48,actual
04:00PM 19 May 2026,2.60 kWh,$0.75,actual
05:00PM 19 May 2026,3.18 kWh,$0.91,actual
06:00PM 19 May 2026,4.52 kWh,$1.27,actual
07:00PM 19 May 2026,3.95 kWh,$1.12,actual
08:00PM 19 May 2026,2.46 kWh,$0.72,actual
09:00PM 19 May 2026,2.80 kWh,$0.53,actual
10:00PM 19 May 2026,3.17 kWh,$0.59,actual
11:00PM 19 May 2026,4.00 kWh,$0.73,actual
12:00AM 20 May 2026,5.58 kWh,$0.99,actual
01:00AM 20 May 2026,4.74 kWh,$0.85,actual
02:00AM 20 May 2026,4.71 kWh,$0.85,actual
03:00AM 20 May 2026,3.21 kWh,$0.59,actual
04:00AM 20 May 2026,2.13 kWh,$0.41,actual
05:00AM 20 May 2026,1.94 kWh,$0.38,actual
06:00AM 20 May 2026,1.61 kWh,$0.33,actual
07:00AM 20 May 2026,2.86 kWh,$0.82,actual
08:00AM 20 May 2026,2.39 kWh,$0.70,actual
09:00AM 20 May 2026,2.19 kWh,$0.64,actual
10:00AM 20 May 2026,0.89 kWh,$0.29,actual
11:00AM 20 May 2026,0.91 kWh,$0.30,actual
12:00PM 20 May 2026,1.19 kWh,$0.38,actual
01:00PM 20 May 2026,1.04 kWh,$0.33,actual
02:00PM 20 May 2026,0.91 kWh,$0.30,actual
03:00PM 20 May 2026,2.38 kWh,$0.69,actual
04:00PM 20 May 2026,1.87 kWh,$0.56,actual
05:00PM 20 May 2026,1.57 kWh,$0.48,actual
06:00PM 20 May 2026,3.65 kWh,$1.03,actual
07:00PM 20 May 2026,4.46 kWh,$1.25,actual
08:00PM 20 May 2026,2.87 kWh,$0.83,actual
09:00PM 20 May 2026,4.01 kWh,$0.73,actual
10:00PM 20 May 2026,3.31 kWh,$0.61,actual
11:00PM 20 May 2026,3.96 kWh,$0.72,actual
12:00AM 21 May 2026,4.89 kWh,$0.88,actual
01:00AM 21 May 2026,4.79 kWh,$0.86,actual
02:00AM 21 May 2026,4.77 kWh,$0.86,actual
03:00AM 21 May 2026,4.75 kWh,$0.85,actual
04:00AM 21 May 2026,4.72 kWh,$0.85,actual
05:00AM 21 May 2026,1.99 kWh,$0.39,actual
06:00AM 21 May 2026,1.77 kWh,$0.35,actual
07:00AM 21 May 2026,2.08 kWh,$0.61,actual
08:00AM 21 May 2026,1.65 kWh,$0.50,actual
09:00AM 21 May 2026,1.77 kWh,$0.53,actual
10:00AM 21 May 2026,0.94 kWh,$0.31,actual
11:00AM 21 May 2026,0.85 kWh,$0.28,actual
12:00PM 21 May 2026,0.38 kWh,$0.16,actual
01:00PM 21 May 2026,0.46 kWh,$0.18,actual
02:00PM 21 May 2026,1.04 kWh,$0.34,actual
03:00PM 21 May 2026,1.74 kWh,$0.52,actual
04:00PM 21 May 2026,1.91 kWh,$0.57,actual
05:00PM 21 May 2026,0.86 kWh,$0.29,actual
06:00PM 21 May 2026,1.87 kWh,$0.56,actual
07:00PM 21 May 2026,4.18 kWh,$1.18,actual
08:00PM 21 May 2026,2.62 kWh,$0.76,actual
09:00PM 21 May 2026,3.49 kWh,$0.64,actual
10:00PM 21 May 2026,3.06 kWh,$0.57,actual
11:00PM 21 May 2026,3.32 kWh,$0.61,actual
12:00AM 22 May 2026,4.70 kWh,$0.85,actual
01:00AM 22 May 2026,4.64 kWh,$0.84,actual
02:00AM 22 May 2026,2.91 kWh,$0.55,actual
03:00AM 22 May 2026,1.77 kWh,$0.35,actual
04:00AM 22 May 2026,1.64 kWh,$0.33,actual
05:00AM 22 May 2026,1.57 kWh,$0.32,actual
06:00AM 22 May 2026,1.37 kWh,$0.29,actual
07:00AM 22 May 2026,2.02 kWh,$0.60,actual
08:00AM 22 May 2026,3.11 kWh,$0.89,actual
09:00AM 22 May 2026,1.73 kWh,$0.52,actual
10:00AM 22 May 2026,0.42 kWh,$0.17,actual
11:00AM 22 May 2026,0.92 kWh,$0.30,actual
12:00PM 22 May 2026,1.56 kWh,$0.48,actual
01:00PM 22 May 2026,0.95 kWh,$0.31,actual
02:00PM 22 May 2026,0.71 kWh,$0.25,actual
03:00PM 22 May 2026,1.18 kWh,$0.37,actual
04:00PM 22 May 2026,0.81 kWh,$0.27,actual
05:00PM 22 May 2026,1.15 kWh,$0.36,actual
06:00PM 22 May 2026,2.75 kWh,$0.79,actual
07:00PM 22 May 2026,3.23 kWh,$0.92,actual
08:00PM 22 May 2026,1.76 kWh,$0.53,actual
09:00PM 22 May 2026,3.53 kWh,$0.65,actual
10:00PM 22 May 2026,4.19 kWh,$0.76,actual
11:00PM 22 May 2026,4.33 kWh,$0.78,actual
12:00AM 23 May 2026,5.57 kWh,$0.99,actual
01:00AM 23 May 2026,4.99 kWh,$0.89,actual
02:00AM 23 May 2026,4.82 kWh,$0.87,actual
03:00AM 23 May 2026,4.75 kWh,$0.85,actual
04:00AM 23 May 2026,2.16 kWh,$0.42,actual
05:00AM 23 May 2026,1.71 kWh,$0.34,actual
06:00AM 23 May 2026,2.23 kWh,$0.43,actual
07:00AM 23 May 2026,1.27 kWh,$0.40,actual
08:00AM 23 May 2026,2.52 kWh,$0.73,actual
09:00AM 23 May 2026,1.50 kWh,$0.46,actual
10:00AM 23 May 2026,1.83 kWh,$0.55,actual
11:00AM 23 May 2026,1.46 kWh,$0.45,actual
12:00PM 23 May 2026,2.50 kWh,$0.73,actual
01:00PM 23 May 2026,0.98 kWh,$0.32,actual
02:00PM 23 May 2026,1.36 kWh,$0.42,actual
03:00PM 23 May 2026,1.63 kWh,$0.49,actual
04:00PM 23 May 2026,3.58 kWh,$1.02,actual
05:00PM 23 May 2026,2.13 kWh,$0.63,actual
06:00PM 23 May 2026,3.40 kWh,$0.97,actual
07:00PM 23 May 2026,2.99 kWh,$0.86,actual
08:00PM 23 May 2026,1.76 kWh,$0.53,actual
09:00PM 23 May 2026,3.74 kWh,$0.68,actual
10:00PM 23 May 2026,4.11 kWh,$0.75,actual
11:00PM 23 May 2026,4.40 kWh,$0.80,actual
12:00AM 24 May 2026,5.49 kWh,$0.98,actual
01:00AM 24 May 2026,5.21 kWh,$0.93,actual
02:00AM 24 May 2026,5.14 kWh,$0.92,actual
03:00AM 24 May 2026,4.34 kWh,$0.78,actual
04:00AM 24 May 2026,2.11 kWh,$0.41,actual
05:00AM 24 May 2026,2.03 kWh,$0.40,actual
06:00AM 24 May 2026,2.99 kWh,$0.56,actual
07:00AM 24 May 2026,2.05 kWh,$0.60,actual
08:00AM 24 May 2026,1.67 kWh,$0.50,actual
09:00AM 24 May 2026,1.83 kWh,$0.55,actual
10:00AM 24 May 2026,0.68 kWh,$0.24,actual
11:00AM 24 May 2026,1.18 kWh,$0.37,actual
12:00PM 24 May 2026,1.76 kWh,$0.53,actual
01:00PM 24 May 2026,1.34 kWh,$0.42,actual
02:00PM 24 May 2026,1.73 kWh,$0.52,actual
03:00PM 24 May 2026,1.32 kWh,$0.41,actual
04:00PM 24 May 2026,2.32 kWh,$0.68,actual
05:00PM 24 May 2026,2.64 kWh,$0.76,actual
06:00PM 24 May 2026,3.27 kWh,$0.93,actual
07:00PM 24 May 2026,3.10 kWh,$0.89,actual
08:00PM 24 May 2026,3.56 kWh,$1.01,actual
09:00PM 24 May 2026,4.00 kWh,$0.73,actual
10:00PM 24 May 2026,4.23 kWh,$0.77,actual
11:00PM 24 May 2026,4.86 kWh,$0.87,actual
12:00AM 25 May 2026,4.99 kWh,$0.90,actual
01:00AM 25 May 2026,4.96 kWh,$0.89,actual
02:00AM 25 May 2026,4.88 kWh,$0.88,actual
03:00AM 25 May 2026,4.84 kWh,$0.87,actual
04:00AM 25 May 2026,2.88 kWh,$0.54,actual
05:00AM 25 May 2026,2.69 kWh,$0.51,actual
06:00AM 25 May 2026,3.92 kWh,$0.72,actual
07:00AM 25 May 2026,3.01 kWh,$0.86,actual
08:00AM 25 May 2026,1.29 kWh,$0.40,actual
09:00AM 25 May 2026,1.50 kWh,$0.46,actual
10:00AM 25 May 2026,0.76 kWh,$0.26,actual
11:00AM 25 May 2026,1.19 kWh,$0.37,actual
12:00PM 25 May 2026,0.97 kWh,$0.32,actual
01:00PM 25 May 2026,0.58 kWh,$0.21,actual
02:00PM 25 May 2026,1.66 kWh,$0.50,actual
03:00PM 25 May 2026,2.63 kWh,$0.76,actual
04:00PM 25 May 2026,2.16 kWh,$0.63,actual
05:00PM 25 May 2026,3.20 kWh,$0.91,actual
06:00PM 25 May 2026,3.71 kWh,$1.05,actual
07:00PM 25 May 2026,4.13 kWh,$1.16,actual
08:00PM 25 May 2026,1.69 kWh,$0.51,actual
09:00PM 25 May 2026,3.01 kWh,$0.56,actual
10:00PM 25 May 2026,3.59 kWh,$0.66,actual
11:00PM 25 May 2026,2.94 kWh,$0.55,actual
12:00AM 26 May 2026,4.05 kWh,$0.74,actual
01:00AM 26 May 2026,4.04 kWh,$0.73,actual
02:00AM 26 May 2026,2.74 kWh,$0.52,actual
03:00AM 26 May 2026,1.12 kWh,$0.24,actual
04:00AM 26 May 2026,0.80 kWh,$0.19,actual
05:00AM 26 May 2026,0.56 kWh,$0.15,actual
06:00AM 26 May 2026,0.84 kWh,$0.20,actual
07:00AM 26 May 2026,2.12 kWh,$0.62,actual
08:00AM 26 May 2026,2.23 kWh,$0.65,actual
09:00AM 26 May 2026,1.37 kWh,$0.42,actual
10:00AM 26 May 2026,1.56 kWh,$0.47,actual
11:00AM 26 May 2026,0.55 kWh,$0.20,actual
12:00PM 26 May 2026,1.44 kWh,$0.44,actual
01:00PM 26 May 2026,0.63 kWh,$0.22,actual
02:00PM 26 May 2026,1.14 kWh,$0.36,actual
03:00PM 26 May 2026,2.35 kWh,$0.68,actual
04:00PM 26 May 2026,2.65 kWh,$0.77,actual
05:00PM 26 May 2026,2.81 kWh,$0.81,actual
06:00PM 26 May 2026,4.39 kWh,$1.23,actual
07:00PM 26 May 2026,4.83 kWh,$1.35,actual
08:00PM 26 May 2026,3.64 kWh,$1.03,actual
09:00PM 26 May 2026,3.66 kWh,$0.67,actual
10:00PM 26 May 2026,4.39 kWh,$0.79,actual
11:00PM 26 May 2026,3.88 kWh,$0.71,actual
12:00AM 27 May 2026,5.58 kWh,$0.99,actual
01:00AM 27 May 2026,4.62 kWh,$0.83,actual
02:00AM 27 May 2026,4.73 kWh,$0.85,actual
03:00AM 27 May 2026,4.08 kWh,$0.74,actual
04:00AM 27 May 2026,2.33 kWh,$0.45,actual
05:00AM 27 May 2026,2.23 kWh,$0.43,actual
06:00AM 27 May 2026,1.76 kWh,$0.35,actual
07:00AM 27 May 2026,3.00 kWh,$0.86,actual
08:00AM 27 May 2026,1.84 kWh,$0.55,actual
09:00AM 27 May 2026,1.51 kWh,$0.46,actual
10:00AM 27 May 2026,0.57 kWh,$0.21,actual
11:00AM 27 May 2026,0.55 kWh,$0.20,actual
12:00PM 27 May 2026,1.01 kWh,$0.33,actual
01:00PM 27 May 2026,2.21 kWh,$0.65,actual
02:00PM 27 May 2026,1.45 kWh,$0.44,actual
03:00PM 27 May 2026,2.78 kWh,$0.80,actual
04:00PM 27 May 2026,2.09 kWh,$0.62,actual
05:00PM 27 May 2026,1.46 kWh,$0.45,actual
06:00PM 27 May 2026,4.10 kWh,$1.15,actual
07:00PM 27 May 2026,3.79 kWh,$1.07,actual
08:00PM 27 May 2026,2.67 kWh,$0.77,actual
09:00PM 27 May 2026,3.18 kWh,$0.59,actual
10:00PM 27 May 2026,4.38 kWh,$0.79,actual
11:00PM 27 May 2026,4.33 kWh,$0.78,actual
12:00AM 28 May 2026,5.64 kWh,$1.00,actual
01:00AM 28 May 2026,5.17 kWh,$0.93,actual
02:00AM 28 May 2026,5.06 kWh,$0.91,actual
03:00AM 28 May 2026,4.66 kWh,$0.84,actual
04:00AM 28 May 2026,2.58 kWh,$0.49,actual
05:00AM 28 May 2026,1.96 kWh,$0.38,actual
06:00AM 28 May 2026,3.22 kWh,$0.60,actual
07:00AM 28 May 2026,3.07 kWh,$0.88,actual
08:00AM 28 May 2026,2.25 kWh,$0.66,actual
09:00AM 28 May 2026,2.33 kWh,$0.68,actual
10:00AM 28 May 2026,0.68 kWh,$0.24,actual
11:00AM 28 May 2026,0.87 kWh,$0.29,actual
12:00PM 28 May 2026,0.91 kWh,$0.30,actual
01:00PM 28 May 2026,3.00 kWh,$0.86,actual
02:00PM 28 May 2026,1.24 kWh,$0.39,actual
03:00PM 28 May 2026,1.48 kWh,$0.45,actual
04:00PM 28 May 2026,1.25 kWh,$0.39,actual
05:00PM 28 May 2026,1.54 kWh,$0.47,actual
06:00PM 28 May 2026,2.48 kWh,$0.72,actual
07:00PM 28 May 2026,3.74 kWh,$1.06,actual
08:00PM 28 May 2026,3.20 kWh,$0.91,actual
09:00PM 28 May 2026,4.01 kWh,$0.73,actual
10:00PM 28 May 2026,3.26 kWh,$0.60,actual
11:00PM 28 May 2026,4.09 kWh,$0.74,actual
12:00AM 29 May 2026,5.07 kWh,$0.91,actual
01:00AM 29 May 2026,4.76 kWh,$0.86,actual
02:00AM 29 May 2026,2.26 kWh,$0.44,actual
03:00AM 29 May 2026,1.97 kWh,$0.39,actual
